0,"[u'years', u'everyone', u'co']"
1,"[u'life', u'people', u'time']"
2,"[u'things', u'something']"
3,"[u'thing', u'job']"
4,"[u'year', u'day']"
5,"[u'work', u'way', u'term', u'week', u'friends']"
6,"[u'mind', u'program', u'kind', u'parents']"
7,"[u'school', u'someone']"
8,[u'idea']
9,"[u'days', u'exams', u'today', u'one', u'situation', u'lot', u'bit', u'assignments', u'problems', u'times']"
10,"[u'afternoon', u'caffeine']"
11,[u'dosage']
12,"[u'anxiety', u'shit', u'friend', u'op', u'others']"
13,"[u'coop', u'hour', u'courses', u'part', u'point', u'person', u'anything', u'class']"
14,"[u'doenst', u'positivity']"
15,[u'content']
16,[u'core']
17,[u'pdfs']
18,"[u'concepts', u'episode']"
19,"[u'thanks', u'group', u'feels']"
20,"[u'interview', u'average', u'world', u'month', u'gt', u'uw', u'depression']"
21,"[u'effort', u'help', u'nothing', u'math']"
22,[u'solution']
23,"[u'course', u'doctor', u'family', u'cs']"
24,"[u'mon', u'long', u'slacker', u'words', u'page']"
25,"[u'airport', u'pd']"
26,[u'train']
27,"[u'struggle', u'progress']"
28,"[u'distractions', u'priority']"
29,"[u'niche', u'poverty', u'accident']"
30,"[u'games', u'questions']"
31,[u'future']
32,"[u'plenty', u'alarm']"
33,"[u'feeling', u'success', u'thoughts', u'post', u'marks', u'anyone', u'morning', u'jobs', u'students', u'experience', u'student', u'issues', u'resources', u'notes', u'waterloo', u'stuff', u'campus']"
34,[u'opinion']
35,"[u'weeks', u'com', u'try', u'problem']"
36,[u'proud']
37,"[u'gym', u'weekend', u'talk', u'yeah', u'luck', u'meditation', u'appointment', u'advice', u'counselling', u'yesterday', u'degree', u'midterm', u'book', u'schedule']"
38,"[u'intake', u'e', u'helpline']"
39,"[u'let', u'face']"
40,"[u'date', u'maybe', u'brain']"
41,"[u'field', u'harm', u'practice', u'education']"
42,"[u'runners', u'blacklist', u'rmb', u'reach', u'connections']"
43,[u'start']
44,[u'twin']
45,"[u'wimbledon', u'info']"
46,"[u'prof', u'university', u'home']"
47,[u'warm']
48,"[u'night', u'everything', u'stress', u'hours', u'health', u'services', u'exam']"
49,[u'nights']
50,[u'george']
51,"[u'eccentricities', u'scholarships', u'bring', u'figures']"
52,"[u'study', u'end', u'side', u'classes', u'months', u'fuck', u'man', u'ones', u'place', u'mom', u'etc', u'sense', u'reason', u'feel', u'interviews', u'motivation', u'case', u'confidence', u'bed', u'fact']"
53,"[u'hannah', u'gf']"
54,[u'eid']
55,"[u'answer', u'concept', u'happen', u'urge', u'tackle', u'store', u'chris', u'authority', u'agenda', u'playlist']"
56,"[u'counsellor', u'fun', u'goals']"
57,"[u'phone', u'grade', u'right', u'medication', u'guy', u'psychiatrist', u'ass', u'hey', u'mistakes', u'edit']"
58,"[u'feat', u'winter', u'forgetting']"
59,"[u'downtime', u'nighters', u'passions', u'edited', u'cheer', u'use', u'clarkson']"
60,"[u'renison', u'routines', u'making']"
61,[u'emails']
62,"[u'fri', u'res']"
63,"[u'expectations', u'interest', u'scientist']"
64,"[u'indication', u'weekends']"
65,"[u'chappelle', u'calcium', u'curriculum']"
66,"[u'csc', u'tickles']"
67,"[u'dreams', u'comp', u'edit2', u'fam', u'minor']"
68,[u'industry']
69,"[u'bridge', u'interviewers', u'relation', u'java', u'reaffirm']"
70,"[u'starts', u'note', u'transfusions', u'kills', u'curve', u'full', u'velocity', u'attention', u'poster', u'tools', u'youtube', u'ranks']"
71,"[u'freshman', u'notify', u'structure', u'surface', u'shitstorm']"
72,"[u'scenes', u'tendency', u'ahaha', u'improvement', u'spending']"
73,[u'revenge']
74,"[u'otherkins', u'lmao', u'changing', u'pros', u'staff']"
75,"[u'story', u'projects', u'sort']"
76,"[u'engagement', u'manager', u'highlight', u'addition', u'http', u'overtime']"
77,"[u'top', u'peers', u'share']"
78,"[u'engineering', u'food', u'process', u'position']"
79,"[u'method', u'ambience']"
80,"[u'disorders', u'reactions', u'gpa', u'persistence']"
81,"[u'dropboxes', u'love', u'symptoms', u'management']"
82,"[u'paragraph', u'anyway']"
83,[u'deserving']
84,"[u'learning', u'breathing']"
85,"[u'music', u'example', u'adhd', u'terms', u'reality', u'mood', u'graduate', u'step', u'graduation', u'facebook', u'video', u'hands', u'hesitate', u'value', u'minutes']"
86,"[u'fix', u'hrs', u'sf', u'depersonalization', u'frosh', u'organ', u'kings', u'cirucmstances']"
87,"[u'thankfully', u'corner', u'rules', u'taste', u'tendencies', u'client', u'consistency', u'ptsd', u'doubt', u'britney', u'drops', u'arrangement', u'listless', u'powder', u'burden']"
88,"[u'attempts', u'libido', u'owen', u'pauls']"
89,"[u'scenario', u'earth', u'bad', u'somehow', u'harrigan55', u'mondays', u'teeth', u'kiosks', u'hs', u'afaik']"
90,"[u'contact', u'cheery']"
91,[u'trash']
92,[u'correlation']
93,"[u'amount', u'city', u'hope']"
94,"[u'toll', u'pick', u'walking', u'impressions', u'fairness', u'afsa', u'pmc2908269']"
95,"[u'minority', u'third', u'gov', u'effectiveness', u'uw_secret_throwaway', u'blonde', u'physician', u'comments', u'cars', u'pop', u'fancy', u'idk', u'makes', u'fatigue', u'counter', u'chicken', u'parts', u'never', u'kygo']"
96,"[u'trust', u'cools', u'us', u'level', u'drama', u'obsession', u'chart', u'ugh', u'pack', u'lecture', u'trials']"
97,"[u'wasting', u'research', u'guess', u'sex', u'pneumonia', u'schoolwork', u'interests', u'computer', u'well', u'paper']"
98,"[u'sadness', u'hell']"
99,"[u'schools', u'impostor', u'lows', u'action', u'cup', u'hobby']"
100,"[u'hopefully', u'change', u'suggestions']"
101,"[u'homie', u'episodes', u'region', u'hardwork', u'hires', u'ibajinx', u'conditions', u'podcasts', u'canadians']"
102,"[u'son', u'roommates']"
103,[u'collaboration']
104,"[u'victories', u'tolerance', u'sentence', u'dick', u'update', u'heard', u'bursaries', u'hybrids', u'loathe', u'sideprojects', u'loopy', u'commiserate', u'grind', u'eval', u'apple', u'toy', u'didnt', u'agency']"
105,"[u'mindfulness', u'ticket']"
106,[u'tbh']
107,"[u'cali', u'steps', u'chair', u'get', u'thank', u'none', u'towards', u'meds']"
108,"[u'hematologist', u'hamsters', u'subscribe']"
109,"[u'rec', u'country', u'needles', u'classmate', u'word', u'topic', u'fml', u'blog', u'tomorrow', u'oh', u'choo', u'writer', u'begins', u'set', u'helplessness']"
110,"[u'adapt', u'individuals', u'choice', u'guarantee', u'poll', u'recorder', u'reasoning', u'employment', u'record']"
111,[u'good']
112,"[u'stream', u'respect', u'places']"
113,"[u'org', u'rink', u'supplements', u'gay']"
114,"[u'men', u'complex', u'youre']"
115,"[u'couple', u'exercise', u'cause']"
116,"[u'mine', u'purpose']"
117,"[u'pharmacy', u'skin', u'twenties', u'aspects', u'tv', u'advise']"
118,"[u'skills', u'fit', u'binders', u'quote', u'read', u'front']"
119,"[u'haze', u'dsm', u'tennis', u'allowed', u'sad', u'misery', u'coaster', u'meeting', u'processing', u'partition', u'therapists', u'engage', u'fifties']"
120,"[u'remainder', u'videos', u'functioning', u'treatments', u'kw', u'truth', u'graphics', u'stores', u'footage']"
121,"[u'sorry', u'habits', u'number']"
122,"[u'jumping', u'whining', u'girls', u'stop', u'board', u'dies', u'pure', u'tears', u'act', u'court', u'really', u'load', u'anymore', u'dating', u'ahhh', u'rape', u'honestly', u'books', u'lucky']"
123,[u'ssris']
124,[u'despair']
125,[u'recover']
126,"[u'folks', u'speeches', u'hnng']"
127,"[u'advantage', u'enemy', u'pig4']"
128,"[u'imo', u'uni', u'basis', u'living', u'illness', u'tower', u'pray', u'proxy', u'poetry', u'recommendation']"
129,"[u'rather', u'meals', u'mastery', u'text']"
130,"[u'advisers', u'arms', u'clarity', u'shitty', u'franco', u'acceptances', u'professors', u'review', u'complete', u'regard', u'ign', u'compnay', u'bless', u'knowing', u'crispr', u'lines', u'holiday', u'afraid', u'tumbler', u'editing']"
131,"[u'memorization', u'disaster', u'offer', u'heart', u'guys', u'location', u'race', u'tray', u'jog']"
132,"[u'congrats', u'extension']"
133,"[u'candidate', u'bitch']"
134,"[u'failure', u'middle', u'pressure']"
135,"[u'ramblings', u'freelance', u'findings', u'crippling', u'stat231', u'occupy', u'melodrama', u'ambassadors', u'wakes']"
136,"[u'regrets', u'forgot', u'silicon', u'smash', u'neat', u'piazza', u'impediment', u'security', u'dilemma', u'avail', u'tonne', u'favour', u'petition', u'notice', u'readings', u'everyday', u'thinking', u'superiority', u'asap', u'texts', u'fb', u'occasions', u'cups', u'center', u'moderation', u'copiers', u'bruh', u'cliques', u'pencil', u'baby', u'prognosis', u'highs', u'courage', u'rez', u'route', u'shell', u'spawns', u'hearthstone', u'impression', u'thomson', u'partner', u'bullshit']"
137,[u'deadline']
138,"[u'appetite', u'campaign', u'bonuses', u'trucks', u'bpd', u'congratulations', u'targets', u'ttc', u'cards', u'freaking', u'boundaries', u'stretch', u'pay', u'marking', u'greetings', u'competition', u'omega', u'calls', u'numbing', u'apartment', u'threads', u'strain', u'history', u'compare', u'response', u'funding', u'courseload', u'pictures', u'compromises', u'bonus', u'regardless', u'particle', u'wonton', u'conversation', u'threat', u'feridun', u'combat', u'portfolio', u'scent', u'bitches', u'conclusion']"
139,"[u'flavour', u'internship', u'close']"
140,"[u'void', u'alumni', u'split', u'notepad', u'clue', u'zarathustra', u'weekdays', u'examine', u'terriblehack', u'wager', u'province', u'pussy', u'site']"
141,"[u'inferno', u'donor']"
142,"[u'crises', u'addict', u'roll', u'eternity', u'online', u'expectation', u'individual', u'notices']"
143,"[u'companies', u'hurts', u'actions', u'control', u'looks']"
144,"[u'appointments', u'groups', u'assignment', u'system']"
145,[u'percent']
146,"[u'china', u'jennifer', u'midnight', u'stops', u'gifts']"
147,"[u'war', u'link', u'sir', u'turbulence']"
148,"[u'prehaps', u'base', u'files', u'suite']"
149,"[u'jumbo', u'seconds']"
150,"[u'hundreds', u'feedback', u'pain', u'accomplishments', u'verge', u'sciences', u'hockey', u'disappointment', u'pan', u'pomodoro_technique', u'darkness', u'emotions', u'faculty', u'tips', u'silence', u'healthcare', u'articles', u'society', u'discrimination', u'transfusion', u'negligence', u'eat', u'kinda', u'lives']"
151,"[u'sleep', u'counseling', u'coffee', u'minute', u'wait', u'club', u'counselor', u'learn', u'activities', u'semester', u'company', u'plan', u'moment', u'question', u'nobody', u'need']"
152,[u'cheesy']
153,"[u'textbooks', u'relief', u'pretty', u'means']"
154,"[u'halivera', u'force', u'breathe', u'catch', u'spring', u'drinks', u'factors', u'zuckerberg', u'given', u'shot', u'ability', u'grande', u'planet', u'snacks', u'lapse', u'elusion', u'mornings', u'tend', u'joke', u'wonders', u'construction']"
155,"[u'hospital', u'want', u'thesis', u'combination', u'troughs', u'personality', u'planner', u'screen', u'ten', u'dons', u'fianc', u'disclosure', u'sit', u'struggles']"
156,"[u'quieter', u'disorder']"
157,"[u'requirements', u'rock', u'boys']"
